Subject,Relation,Object 
బుద్ధుడు బ్రాహ్మణ,చెప్పబడింది,గ్రంథాల్లో
గౌతమ బ్రాహ్మణ,సూచిస్తున్నారు,గౌతముడితో
కుటుంబం దక్షిణ,చెందినది,ప్రాంతానికి
మౌర్య సామ్రాజ్యానికి,మారారు,చక్రవర్తి పాలనలో భారతీయ BCEలో
కుషాణ్ సామ్రాజ్యం,క్షీణించింది,సామ్రాజ్యాల
అరబ్బు వ్యాపారులతో,ప్రారంభమైంది,శతాబ్దంలో భారతదేశంలోకి
ఢిల్లీ సుల్తానేట్,సాయపడింది,కాలంలో భారతదేశంలో ఇస్లాం మతవ్యాప్తికి
ఉత్తర భారతదేశ,ప్రారంభించారు,ప్రాంతాల్లో
చైతన్య మహాప్రభు,వహించారు,ఉద్యమానికి
కాలంలో భారతదేశంలోని,ఆవిష్కరించబడ్డాయి,మాతృభాషల్లో
ఉత్తర దక్షిణ,చెందింది,ప్రాంతాల్లో ఉద్యమాల
భక్తి ఉద్యమం,మొదలుపెట్టాయి,సమాజంతో
మంది సన్యాసులు,చేశారు,వీరిలో మిషినరీలు
ఉదాహరణకు బ్రహ్మసమాజానికి,నిర్వహించబడ్డాయి,భారతదేశంలో
ముస్లిం విశ్వాసాన్ని,ఉన్నారు,సుఫీయిజంగా
సిక్కు మతం,గుర్తిస్తుంది,సమానులుగా
గురు నానక్,సూచిస్తున్నాయి,సమానులేనని
దేవునిలో మానవుడు,నిర్వచించారు,మతతత్వంపై బోధనలో
ఆధునిక భారతదేశం,పోషించింది,మలచడంలో
విధానం బ్రిటీష్,సమాఖ్య,ఇండియా
1947 భారతదేశ,00,భారతదేశంలోని ప్రాంతాల్లో
ఏర్పాటైన భారత్,ఒకటి,మంది చరిత్రలో
Δ స్వాతంత్ర్యం,భారీ,ఉద్రిక్తతలతో
గణతంత్ర భారత్,గుర్తించలేదు,లౌకికవాద
హిందూ మతం,ఉన్నారు,మతం భారతదేశంలో
ఇస్లాం దేవుడు,అనుసరిస్తుంది,ఒకడేననే
జనాభా లెక్కలు,ఉన్నారు,భారతదేశంలో ప్రపంచంలో
జమ్ము -,ఉన్నారు,ప్రాంతాల్లో రాష్ట్రాల్లో
మతపరమైన గణాంకాలను,ఉన్నాయి,భారతదేశంలో
టైమ్స్ ఆఫ్,2005,ఇండియా
షియా ముస్లింలు,గుర్తించబడుతుంది,భారతదేశంలో
భారతదేశంలో క్రైస్తవ,దక్కుతుంది,మతాన్ని సెయింట్ థామస్‌కు
